DIVA ARGELIS PATINO DE DONADO	OVERSEAS FINANCIAL AND INSURANCE SERVICES	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	OVERSEAS FINANCIAL AND INSURANCE SERVICES	representante
JURGEN MOSSACK	OVERSEAS FINANCIAL AND INSURANCE SERVICES	presidente
JEAN FRANCKEN	PEPINO CORPORATION	tesorero
JURGEN MOSSACK	PEPINO CORPORATION	suscriptor
JURGEN MOSSACK	PEPINO CORPORATION	agent
JEAN FRANCKEN	PEPINO CORPORATION	director
FRANCOIS DEMAGE	PEPINO CORPORATION	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	PEPINO CORPORATION	representante
FRANCOIS CARDIS	PEPINO CORPORATION	presidente
JEAN FRANCKEN	PEPINO CORPORATION	tesorero
JURGEN MOSSACK	PEPINO CORPORATION	suscriptor
JURGEN MOSSACK	PEPINO CORPORATION	agent
JEAN FRANCKEN	PEPINO CORPORATION	director
FRANCOIS DEMAGE	PEPINO CORPORATION	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	PEPINO CORPORATION	representante
FRANCOIS CARDIS	PEPINO CORPORATION	presidente
JEAN FRANCKEN	PEPINO CORPORATION	tesorero
JURGEN MOSSACK	PEPINO CORPORATION	suscriptor
JURGEN MOSSACK	PEPINO CORPORATION	agent
JEAN FRANCKEN	PEPINO CORPORATION	director
FRANCOIS DEMAGE	PEPINO CORPORATION	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	PEPINO CORPORATION	representante
FRANCOIS CARDIS	PEPINO CORPORATION	presidente
JEAN FRANCKEN	PEPINO CORPORATION	tesorero
JURGEN MOSSACK	PEPINO CORPORATION	suscriptor
JURGEN MOSSACK	PEPINO CORPORATION	agent
JEAN FRANCKEN	PEPINO CORPORATION	director
FRANCOIS DEMAGE	PEPINO CORPORATION	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	PEPINO CORPORATION	representante
FRANCOIS CARDIS	PEPINO CORPORATION	presidente
JEAN FRANCKEN	PEPINO CORPORATION	tesorero
JURGEN MOSSACK	PEPINO CORPORATION	suscriptor
JURGEN MOSSACK	PEPINO CORPORATION	agent
JEAN FRANCKEN	PEPINO CORPORATION	director
FRANCOIS DEMAGE	PEPINO CORPORATION	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	PEPINO CORPORATION	representante
FRANCOIS CARDIS	PEPINO CORPORATION	presidente
JEAN FRANCKEN	PEPINO CORPORATION	tesorero
JURGEN MOSSACK	PEPINO CORPORATION	suscriptor
JURGEN MOSSACK	PEPINO CORPORATION	agent
JEAN FRANCKEN	PEPINO CORPORATION	director
FRANCOIS DEMAGE	PEPINO CORPORATION	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	PEPINO CORPORATION	representante
FRANCOIS CARDIS	PEPINO CORPORATION	presidente
JEAN FRANCKEN	PEPINO CORPORATION	tesorero
JURGEN MOSSACK	PEPINO CORPORATION	suscriptor
JURGEN MOSSACK	PEPINO CORPORATION	agent
JEAN FRANCKEN	PEPINO CORPORATION	director
FRANCOIS DEMAGE	PEPINO CORPORATION	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	PEPINO CORPORATION	representante
FRANCOIS CARDIS	PEPINO CORPORATION	presidente
JEAN FRANCKEN	PEPINO CORPORATION	tesorero
JURGEN MOSSACK	PEPINO CORPORATION	suscriptor
JURGEN MOSSACK	PEPINO CORPORATION	agent
JEAN FRANCKEN	PEPINO CORPORATION	director
FRANCOIS DEMAGE	PEPINO CORPORATION	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	PEPINO CORPORATION	representante
FRANCOIS CARDIS	PEPINO CORPORATION	presidente
JEAN FRANCKEN	PEPINO CORPORATION	tesorero
JURGEN MOSSACK	PEPINO CORPORATION	suscriptor
JURGEN MOSSACK	PEPINO CORPORATION	agent
JEAN FRANCKEN	PEPINO CORPORATION	director
FRANCOIS DEMAGE	PEPINO CORPORATION	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	PEPINO CORPORATION	representante
FRANCOIS CARDIS	PEPINO CORPORATION	presidente
JEAN FRANCKEN	PEPINO CORPORATION	tesorero
JURGEN MOSSACK	PEPINO CORPORATION	suscriptor
JURGEN MOSSACK	PEPINO CORPORATION	agent
JEAN FRANCKEN	PEPINO CORPORATION	director
FRANCOIS DEMAGE	PEPINO CORPORATION	secretario
EL PRESIDENTE, EN SU AUSENCIA EL TESORERO O EL SECRETARIO	PEPINO CORPORATION	representante
FRANCOIS CARDIS	PEPINO CORPORATION	presidente
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	suscriptor
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	agent
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	director
LETICIA MONTOYA MORAN	SOCIETE THS DE COMMERCE, S.A.	secretario
EL PRESIDENTE	SOCIETE THS DE COMMERCE, S.A.	representante
ALFREDO FONSECA ZAMORA	SOCIETE THS DE COMMERCE, S.A.	presidente
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	suscriptor
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	agent
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	director
LETICIA MONTOYA MORAN	SOCIETE THS DE COMMERCE, S.A.	secretario
EL PRESIDENTE	SOCIETE THS DE COMMERCE, S.A.	representante
ALFREDO FONSECA ZAMORA	SOCIETE THS DE COMMERCE, S.A.	presidente
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	suscriptor
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	agent
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	director
LETICIA MONTOYA MORAN	SOCIETE THS DE COMMERCE, S.A.	secretario
EL PRESIDENTE	SOCIETE THS DE COMMERCE, S.A.	representante
ALFREDO FONSECA ZAMORA	SOCIETE THS DE COMMERCE, S.A.	presidente
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	suscriptor
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	agent
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	director
LETICIA MONTOYA MORAN	SOCIETE THS DE COMMERCE, S.A.	secretario
EL PRESIDENTE	SOCIETE THS DE COMMERCE, S.A.	representante
ALFREDO FONSECA ZAMORA	SOCIETE THS DE COMMERCE, S.A.	presidente
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	suscriptor
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	agent
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	director
LETICIA MONTOYA MORAN	SOCIETE THS DE COMMERCE, S.A.	secretario
EL PRESIDENTE	SOCIETE THS DE COMMERCE, S.A.	representante
ALFREDO FONSECA ZAMORA	SOCIETE THS DE COMMERCE, S.A.	presidente
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	suscriptor
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	agent
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	director
LETICIA MONTOYA MORAN	SOCIETE THS DE COMMERCE, S.A.	secretario
EL PRESIDENTE	SOCIETE THS DE COMMERCE, S.A.	representante
ALFREDO FONSECA ZAMORA	SOCIETE THS DE COMMERCE, S.A.	presidente
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	suscriptor
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	agent
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	director
LETICIA MONTOYA MORAN	SOCIETE THS DE COMMERCE, S.A.	secretario
EL PRESIDENTE	SOCIETE THS DE COMMERCE, S.A.	representante
ALFREDO FONSECA ZAMORA	SOCIETE THS DE COMMERCE, S.A.	presidente
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	suscriptor
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	agent
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	director
LETICIA MONTOYA MORAN	SOCIETE THS DE COMMERCE, S.A.	secretario
EL PRESIDENTE	SOCIETE THS DE COMMERCE, S.A.	representante
ALFREDO FONSECA ZAMORA	SOCIETE THS DE COMMERCE, S.A.	presidente
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	suscriptor
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	agent
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	director
LETICIA MONTOYA MORAN	SOCIETE THS DE COMMERCE, S.A.	secretario
EL PRESIDENTE	SOCIETE THS DE COMMERCE, S.A.	representante
ALFREDO FONSECA ZAMORA	SOCIETE THS DE COMMERCE, S.A.	presidente
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	suscriptor
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	agent
RAMON FONSECA MORA	SOCIETE THS DE COMMERCE, S.A.	director
LETICIA MONTOYA MORAN	SOCIETE THS DE COMMERCE, S.A.	secretario
EL PRESIDENTE	SOCIETE THS DE COMMERCE, S.A.	representante
ALFREDO FONSECA ZAMORA	SOCIETE THS DE COMMERCE, S.A.	presidente
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	suscriptor
MOSSACK FONSECA & CO	WISCOL OVERSEAS, S.A.	agent
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	director
LETICIA MONTOYA MORAN	WISCOL OVERSEAS, S.A.	secretario
EL PRESIDENTE	WISCOL OVERSEAS, S.A.	representante
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	presidente
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	suscriptor
MOSSACK FONSECA & CO	WISCOL OVERSEAS, S.A.	agent
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	director
LETICIA MONTOYA MORAN	WISCOL OVERSEAS, S.A.	secretario
EL PRESIDENTE	WISCOL OVERSEAS, S.A.	representante
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	presidente
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	suscriptor
MOSSACK FONSECA & CO	WISCOL OVERSEAS, S.A.	agent
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	director
LETICIA MONTOYA MORAN	WISCOL OVERSEAS, S.A.	secretario
EL PRESIDENTE	WISCOL OVERSEAS, S.A.	representante
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	presidente
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	suscriptor
MOSSACK FONSECA & CO	WISCOL OVERSEAS, S.A.	agent
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	director
LETICIA MONTOYA MORAN	WISCOL OVERSEAS, S.A.	secretario
EL PRESIDENTE	WISCOL OVERSEAS, S.A.	representante
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	presidente
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	suscriptor
MOSSACK FONSECA & CO	WISCOL OVERSEAS, S.A.	agent
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	director
LETICIA MONTOYA MORAN	WISCOL OVERSEAS, S.A.	secretario
EL PRESIDENTE	WISCOL OVERSEAS, S.A.	representante
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	presidente
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	suscriptor
MOSSACK FONSECA & CO	WISCOL OVERSEAS, S.A.	agent
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	director
LETICIA MONTOYA MORAN	WISCOL OVERSEAS, S.A.	secretario
EL PRESIDENTE	WISCOL OVERSEAS, S.A.	representante
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	presidente
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	suscriptor
MOSSACK FONSECA & CO	WISCOL OVERSEAS, S.A.	agent
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	director
LETICIA MONTOYA MORAN	WISCOL OVERSEAS, S.A.	secretario
EL PRESIDENTE	WISCOL OVERSEAS, S.A.	representante
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	presidente
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	suscriptor
MOSSACK FONSECA & CO	WISCOL OVERSEAS, S.A.	agent
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	director
LETICIA MONTOYA MORAN	WISCOL OVERSEAS, S.A.	secretario
EL PRESIDENTE	WISCOL OVERSEAS, S.A.	representante
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	presidente
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	suscriptor
MOSSACK FONSECA & CO	WISCOL OVERSEAS, S.A.	agent
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	director
LETICIA MONTOYA MORAN	WISCOL OVERSEAS, S.A.	secretario
EL PRESIDENTE	WISCOL OVERSEAS, S.A.	representante
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	presidente
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	tesorero
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	suscriptor
MOSSACK FONSECA & CO	WISCOL OVERSEAS, S.A.	agent
ROGER FRANCIS HUNZIKER	WISCOL OVERSEAS, S.A.	director
LETICIA MONTOYA MORAN	WISCOL OVERSEAS, S.A.	secretario
EL PRESIDENTE	WISCOL OVERSEAS, S.A.	representante
RAMON ENRIQUE FONSECA MORA	WISCOL OVERSEAS, S.A.	presidente
PAUL ANDREW BAUDET	MARINE WORLD CARRIERS S. A.	tesorero
EBRAHIM ASVAT	MARINE WORLD CARRIERS S. A.	suscriptor
MOSSACK FONSECA & CO	MARINE WORLD CARRIERS S. A.	agent
VERITE SECRETARIES LIMITED	MARINE WORLD CARRIERS S. A.	director
VERITE SECRETARIES LIMITED	MARINE WORLD CARRIERS S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL SECRETARIO	MARINE WORLD CARRIERS S. A.	representante
GEORGE ROBINSON MACHAN	MARINE WORLD CARRIERS S. A.	presidente
PAUL ANDREW BAUDET	MARINE WORLD CARRIERS S. A.	tesorero
EBRAHIM ASVAT	MARINE WORLD CARRIERS S. A.	suscriptor
MOSSACK FONSECA & CO	MARINE WORLD CARRIERS S. A.	agent
VERITE SECRETARIES LIMITED	MARINE WORLD CARRIERS S. A.	director
VERITE SECRETARIES LIMITED	MARINE WORLD CARRIERS S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL SECRETARIO	MARINE WORLD CARRIERS S. A.	representante
GEORGE ROBINSON MACHAN	MARINE WORLD CARRIERS S. A.	presidente
PAUL ANDREW BAUDET	MARINE WORLD CARRIERS S. A.	tesorero
EBRAHIM ASVAT	MARINE WORLD CARRIERS S. A.	suscriptor
MOSSACK FONSECA & CO	MARINE WORLD CARRIERS S. A.	agent
VERITE SECRETARIES LIMITED	MARINE WORLD CARRIERS S. A.	director
VERITE SECRETARIES LIMITED	MARINE WORLD CARRIERS S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL SECRETARIO	MARINE WORLD CARRIERS S. A.	representante
GEORGE ROBINSON MACHAN	MARINE WORLD CARRIERS S. A.	presidente
PAUL ANDREW BAUDET	MARINE WORLD CARRIERS S. A.	tesorero
EBRAHIM ASVAT	MARINE WORLD CARRIERS S. A.	suscriptor
MOSSACK FONSECA & CO	MARINE WORLD CARRIERS S. A.	agent
VERITE SECRETARIES LIMITED	MARINE WORLD CARRIERS S. A.	director
VERITE SECRETARIES LIMITED	MARINE WORLD CARRIERS S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL SECRETARIO	MARINE WORLD CARRIERS S. A.	representante
GEORGE ROBINSON MACHAN	MARINE WORLD CARRIERS S. A.	presidente
PAUL ANDREW BAUDET	MARINE WORLD CARRIERS S. A.	tesorero
EBRAHIM ASVAT	MARINE WORLD CARRIERS S. A.	suscriptor
MOSSACK FONSECA & CO	MARINE WORLD CARRIERS S. A.	agent
VERITE SECRETARIES LIMITED	MARINE WORLD CARRIERS S. A.	director
VERITE SECRETARIES LIMITED	MARINE WORLD CARRIERS S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL SECRETARIO	MARINE WORLD CARRIERS S. A.	representante
GEORGE ROBINSON MACHAN	MARINE WORLD CARRIERS S. A.	presidente
PAUL ANDREW BAUDET	MARINE WORLD CARRIERS S. A.	tesorero
EBRAHIM ASVAT	MARINE WORLD CARRIERS S. A.	suscriptor
MOSSACK FONSECA & CO	MARINE WORLD CARRIERS S. A.	agent
VERITE SECRETARIES LIMITED	MARINE WORLD CARRIERS S. A.	director
VERITE SECRETARIES LIMITED	MARINE WORLD CARRIERS S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL SECRETARIO	MARINE WORLD CARRIERS S. A.	representante
GEORGE ROBINSON MACHAN	MARINE WORLD CARRIERS S. A.	presidente
PAUL ANDREW BAUDET	MARINE WORLD CARRIERS S. A.	tesorero
EBRAHIM ASVAT	MARINE WORLD CARRIERS S. A.	suscriptor
MOSSACK FONSECA & CO	MARINE WORLD CARRIERS S. A.	agent
VERITE SECRETARIES LIMITED	MARINE WORLD CARRIERS S. A.	director
VERITE SECRETARIES LIMITED	MARINE WORLD CARRIERS S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL SECRETARIO	MARINE WORLD CARRIERS S. A.	representante
GEORGE ROBINSON MACHAN	MARINE WORLD CARRIERS S. A.	presidente
PAUL ANDREW BAUDET	MARINE WORLD CARRIERS S. A.	tesorero
EBRAHIM ASVAT	MARINE WORLD CARRIERS S. A.	suscriptor
MOSSACK FONSECA & CO	MARINE WORLD CARRIERS S. A.	agent
VERITE SECRETARIES LIMITED	MARINE WORLD CARRIERS S. A.	director
VERITE SECRETARIES LIMITED	MARINE WORLD CARRIERS S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL SECRETARIO	MARINE WORLD CARRIERS S. A.	representante
GEORGE ROBINSON MACHAN	MARINE WORLD CARRIERS S. A.	presidente
PAUL ANDREW BAUDET	MARINE WORLD CARRIERS S. A.	tesorero
EBRAHIM ASVAT	MARINE WORLD CARRIERS S. A.	suscriptor
MOSSACK FONSECA & CO	MARINE WORLD CARRIERS S. A.	agent
VERITE SECRETARIES LIMITED	MARINE WORLD CARRIERS S. A.	director
VERITE SECRETARIES LIMITED	MARINE WORLD CARRIERS S. A.	secretario
EL PRESIDENTE, EN SU AUSENCIA EL SECRETARIO	MARINE WORLD CARRIERS S. A.	representante
GEORGE ROBINSON MACHAN	MARINE WORLD CARRIERS S. A.	presidente
PAUL ANDREW BAUDET	MARINE WORLD CARRIERS S. A.	tesorero
EBRAHIM ASVAT	MARINE WORLD CARRIERS S. A.	suscriptor
MOSSACK FONSECA & CO	MARINE WORLD CARRIERS S. A.	agent
VERITE SECRETARIES LIMITED	MARINE WORLD CARRIERS S. A.	director
